Ticker,YearMonth,DailyReturn,Return_7d,Return_14d,Return_30d,Volatility_14d,Volatility_30d,DownsideVol_30d,Sharpe_30d,MA_Spread,RSI_14,Volume_norm,BB_Position,MACD_Signal,Volume_Surge,Momentum_Accel,ATR_norm,Position_52w,Return_12m_skip1,Vol_Regime,MeanRev_Z,ESG_Score,Forward_Return,Regime,ESG_Risk_Label,Anomaly_Score,Anomaly_Raw
ACN,2026-02,0.0064615503247182,-0.0665891478422505,-0.1325741606841457,-0.276634106052547,0.0363696937096843,0.0333229906964715,0.0233251746915784,-4.856239826427,-0.1425824847591896,36.01949535684318,0.0172491146229718,0.2859506906637378,-1.3827701047886674,1.0497038263295049,0.2100449582102964,0.0508541878503372,0.1064001300331558,-0.2378116042687608,1.7414904155795872,-1.8872930528921763,1092.0,-0.0499712910768982,current,1,-1,-0.5619728771604467
ADBE,2020-03,-0.0004711969821923,0.0775377333934992,0.0095485174099665,-0.1599842019075479,0.0813762470897303,0.0636689274199307,0.035748275679904,-0.9599968040432528,-0.0348720872942553,48.74730505538698,0.0153289423813133,0.5341049499106175,2.4803883531276174,1.0967067335026746,0.2375219353010471,0.0979943234625769,0.4765391666366325,0.3237314215548479,3.449545803936624,-0.962584733379948,614.0,0.11123688254261,COVID crash,2,-1,-0.647984351264368
ADBE,2022-09,-0.0109613218076145,-0.0387704368117688,-0.3056816470438231,-0.3731635355847835,0.0461210777194801,0.0358664194205128,0.0330851613590159,-6.537533122301737,-0.2065817979109853,20.686564296475325,0.0128617710604525,0.2443518306762447,-2.483526487557324,0.7518110587879862,0.3343930987730147,0.0544019687637064,0.0,-0.3513513141027136,1.305480104464604,-2.000142374687114,614.0,0.1573400649430001,rate-hike bear,2,-1,-0.6264891009496714
ADI,2020-03,-0.0145103862959327,0.0537141309493689,-0.050418525277375,-0.2398024364607445,0.0914006066828691,0.0688252662146804,0.0422122907258831,-1.5642932538014782,-0.1133575345004192,43.68347361700364,-0.0104184361104456,0.3651665589861747,0.5232380234326648,0.7587132315555377,0.2935165674101134,0.102127285640582,0.1781612857146793,0.049081411592655,3.1064011424726177,-1.600502212462106,600.0,0.2225319597705584,COVID crash,2,-1,-0.6852029486174169
ADM,2020-03,-0.0181414270632809,0.1492977708791036,0.0031365642796992,-0.2085488555186985,0.069026306497551,0.0529389178416208,0.029141825635968,-1.924962544606441,-0.0359265846498568,48.21950567201993,-0.0055664572934392,0.5792551350083706,0.4971221431037356,0.8285650257712704,0.3578466263978022,0.0802810475047704,0.3519566560129344,-0.0584846749421403,3.260930925561353,-1.0771100322682372,725.0,0.0557134693534728,COVID crash,2,-1,-0.6024421675380912
ADM,2024-01,-0.007499849830114,0.0752564739331713,-0.1983266697122682,-0.266270538768171,0.0683270712695303,0.0478521792280083,0.0445931245779355,-2.979105110972185,-0.1614657515636717,29.81891894595337,0.0548402197872033,0.2726098776860283,-0.7387229900949137,1.2379949072717846,0.3415270127013423,0.0467793770092255,0.1205736830095959,-0.1016194830834236,3.251249128980956,-2.099815032389481,725.0,-0.0444403219763389,AI bull run,2,-1,-0.6180639952830226
ADP,2020-03,-0.0082714951556408,0.2197041014736938,-0.070836179467884,-0.2356717303834374,0.0844242899494595,0.0618608287766603,0.0372228380542317,-1.810243762376054,-0.0616613448575093,47.80873631878876,0.0017615099046901,0.5247244291077945,2.1976613043907403,0.8709060844429347,0.4553758318571312,0.1006260118943352,0.388514739689887,0.0211046563330834,3.858086751554383,-1.1197230402467198,899.0,0.0798762305286346,COVID crash,1,-1,-0.6455597985766975
ADSK,2020-03,0.0012186674167362,0.0545872287382305,0.0110104421906325,-0.2461121996326571,0.0825206063164935,0.0641898396769205,0.0364848980888603,-1.8288291529139509,-0.0738616245030486,46.623619149209816,0.0142880755871793,0.4995857303858891,1.796298265526291,1.0712949060920394,0.3006994283708877,0.1066715236815791,0.268860454523025,0.1648760426031481,3.154972896145509,-1.2451611046357636,828.0,0.1987828159258351,COVID crash,2,-1,-0.6482125667069681
ADSK,2021-11,-0.0266513177014928,-0.2110310751133303,-0.2283242041550044,-0.1314791718346968,0.0443735275189352,0.0339638820523145,0.0290446547612227,-1.909754185287824,-0.1772801194372083,26.667873938888636,0.0637016115269668,0.0101998332990466,-9.416588743174698,1.6054443094687612,-0.0795519032786334,0.0509236492677211,0.012223803373122,0.1333903325831082,1.9681493741980645,-2.0888043860096643,828.0,0.106219755854575,COVID recovery,2,-1,-0.5818332012422102
AEE,2020-03,-0.068312513405534,0.1573177454978893,-0.0994187656091248,-0.1553370730092872,0.0885391643339024,0.0630636706186896,0.0375116615332215,-0.9298119417967672,-0.0624274563719315,47.40490286277017,-0.0012950026191834,0.433255311157434,0.4313027365303483,0.9227842022983854,0.3126548185071766,0.1048920179121856,0.4552708314693567,0.1823055781303095,4.687720862199871,-1.0693229676402445,1180.0,0.0049978717002272,COVID crash,0,-1,-0.6812635482256373
AEE,2022-09,-0.0235179738158208,-0.1095512701251496,-0.1603254434463635,-0.1616892601617677,0.0162521839530995,0.0160210830764919,0.0113678685279608,-5.684478059447316,-0.1228694123999989,23.05167818664158,0.0401869962942607,-0.0744610792388325,-1.1061650772740743,1.6150889596025653,0.0521379900366181,0.0285093911798447,0.1063615242522166,0.1658368938713401,1.2992819927413024,-2.7343955122658743,1180.0,0.0185084957403742,rate-hike bear,0,-1,-0.5481526014583901
AEP,2020-03,-0.0445585097114512,0.1193843857866392,-0.1085596091526386,-0.2333937990516073,0.0701411713868531,0.0518274094283822,0.0301441312744715,-2.306535820854561,-0.103778328496584,42.863305209560906,0.0171452051176455,0.3611617277763339,0.2792068175656981,1.1660598979209964,0.3527781848382465,0.1101882082705239,0.290708259594779,0.1831631156477353,4.208177913467869,-1.5857661137875794,888.0,0.0391347490333315,COVID crash,1,-1,-0.6593933270644103
AEP,2022-09,-0.0294152523400416,-0.1229583480585175,-0.178075711605716,-0.171696998255902,0.018067569501339,0.0171984272091634,0.0125566765831658,-5.644541465615707,-0.137432152022463,22.10548012123704,0.0498856875919533,-0.1060259900342962,-1.3826725242445608,1.7682530431078924,0.0487386501973844,0.0305791785962374,0.3019680102952519,0.2766084398720991,1.2938769847772502,-2.719142749777147,888.0,0.0170041293370517,rate-hike bear,1,-1,-0.5482025116294391
AES,2020-02,-0.0852924083412697,-0.1999042800679282,-0.1839025684250955,-0.1765118115463827,0.0263773652670528,0.0205595500355163,0.018009368723275,-4.818671307972605,-0.1715482527264066,15.81564055359381,0.0820725531177575,-0.2777087757354219,-0.3446460851917198,3.003552880033196,-0.0233924685215455,0.0347108992683438,0.3522437169892708,0.2079853483198133,1.7455715918979064,-3.704909440012903,1366.0,-0.1870889395169236,COVID crash,0,-1,-0.6109750826986882
AES,2020-03,-0.0043924606022268,0.1457459711641728,-0.0395476422760396,-0.3533045995246184,0.0948875873856401,0.0749877564758777,0.0523254198254142,-2.457420836029018,-0.1101222095826307,44.63759078238599,-0.0010491885783699,0.5293664266323297,0.3272856297293287,0.8693259831678137,0.4990505706887913,0.1205882441390481,0.3522235461452665,0.0488197020132363,4.051688853287747,-1.2095568275307775,1366.0,-0.0257354548456425,COVID crash,0,-1,-0.6841722508658398
AES,2020-04,-0.065387376231754,0.0741295448686121,-0.0907847149596406,0.3999635192540629,0.0466750340096794,0.0550489968126346,0.0254780086493802,3.665498844082469,0.0232835234422433,49.0884209381654,-0.0073031520256152,0.5431063238657514,0.1551558157792357,0.9604813027516962,-0.3258339743854508,0.0555936682178105,0.3333610694835044,-0.1764809862551546,1.901748185742384,-0.583336809374746,1366.0,-0.0478501819148435,COVID recovery,0,-1,-0.6058591360838776
AES,2022-04,-0.0294676879682481,-0.1740641717746114,-0.1714032195145627,-0.1211421571706524,0.0236672903124749,0.0215039915308603,0.0156525763606874,-3.002598972966198,-0.1442721503312722,26.13033800826585,0.0014576301529409,0.04380709125405,-0.4321478895651267,0.9964277616397216,-0.0529220146039589,0.0355163991074451,0.0038350165205635,-0.0672448038072437,1.2757500494633065,-1.4080336320896405,1366.0,0.0874772214520793,rate-hike bear,0,-1,-0.5474817712440252
